


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,6:17:52 PM,,168,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:17:52 PM,,169,35,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:19:12 PM,,170,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:19:32 PM,,171,34,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:22:31 PM,,172,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:22:31 PM,,173,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:22:32 PM,,174,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:22:35 PM,,175,49,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:23:22 PM,,176,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:23:24 PM,,177,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:24:25 PM,,178,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:25:24 PM,,179,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:25:26 PM,,180,31,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:25:50 PM,,181,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:25:51 PM,,182,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:25:56 PM,,183,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:26:01 PM,,184,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:26:58 PM,,185,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:26:58 PM,,186,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:26:59 PM,,187,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:27:00 PM,,188,34,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:27:52 PM,,189,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:27:54 PM,,190,58,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:28:25 PM,,191,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:28:32 PM,,192,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:29:12 PM,,193,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:30:07 PM,,194,31,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:31:32 PM,,195,78,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:32:17 PM,,196,38,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:32:27 PM,,197,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:32:35 PM,,198,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:33:04 PM,,199,52,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:33:10 PM,,200,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:33:11 PM,,201,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:34:15 PM,,202,36,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:35:01 PM,,203,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:35:06 PM,,204,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:36:19 PM,,205,25,MPH,,,,Temp Temp,Football,In-game speed,NO
